Salary,Uses_AI,Years_Exp,Job_Satisfaction,Is_Remote,TimeSearching
123732,0,35,8,1,30-60 minutes a day
65424,0,8,10,0,15-30 minutes a day
45111,1,6,8,1,15-30 minutes a day
67666,0,8,10,0,60-120 minutes a day
200000,1,11,5,1,30-60 minutes a day
42000,1,2,8,0,60-120 minutes a day
115200,1,7,8,1,Less than 15 minutes a day
96815,0,7,8,0,Less than 15 minutes a day
133757,1,3,0,1,Over 120 minutes a day
44037,0,5,5,0,15-30 minutes a day
135000,0,16,8,1,30-60 minutes a day
100801,1,2,7,0,30-60 minutes a day
583,1,3,7,0,30-60 minutes a day
170000,0,19,5,0,30-60 minutes a day
70193,1,2,8,0,30-60 minutes a day
9571,1,2,5,0,30-60 minutes a day
161905,1,10,7,0,30-60 minutes a day
381000,1,8,7,0,15-30 minutes a day
91593,1,6,7,0,15-30 minutes a day
22132,1,17,4,1,Over 120 minutes a day
16134,1,6,8,1,30-60 minutes a day
68000,0,5,4,0,30-60 minutes a day
140000,1,15,6,1,30-60 minutes a day
26852,0,17,7,1,15-30 minutes a day
32345,1,5,8,1,30-60 minutes a day
61222,1,3,7,0,30-60 minutes a day
160000,1,26,7,0,Less than 15 minutes a day
70000,1,5,10,0,15-30 minutes a day
66000,1,8,8,1,15-30 minutes a day
72001,1,4,7,0,Less than 15 minutes a day
42962,1,8,6,0,Less than 15 minutes a day
64341,1,12,8,0,30-60 minutes a day
3529,1,7,8,0,15-30 minutes a day
300000,1,13,8,1,60-120 minutes a day
20876,1,10,8,1,Less than 15 minutes a day
7226,1,2,7,0,30-60 minutes a day
76433,0,20,9,0,60-120 minutes a day
151952,1,22,9,0,15-30 minutes a day
45111,1,6,7,0,30-60 minutes a day
154986,1,5,8,0,30-60 minutes a day
3589,1,3,7,0,60-120 minutes a day
1481,1,20,6,0,15-30 minutes a day
48333,1,5,3,0,60-120 minutes a day
75184,0,0.5,6,0,30-60 minutes a day
42962,1,4,7,0,60-120 minutes a day
27926,0,24,10,1,30-60 minutes a day
138580,1,10,7,1,15-30 minutes a day
91295,1,7,8,0,30-60 minutes a day
76277,0,35,5,0,15-30 minutes a day
111417,1,10,7,0,30-60 minutes a day
26854,0,19,4,0,Less than 15 minutes a day
130000,1,23,10,1,30-60 minutes a day
112000,1,8,7,0,30-60 minutes a day
4068,0,2,2,1,Less than 15 minutes a day
21534,1,20,6,1,Over 120 minutes a day
155,1,2,0,0,Over 120 minutes a day
260000,1,8,7,1,30-60 minutes a day
91295,1,14,9,1,15-30 minutes a day
36000,1,4,9,1,30-60 minutes a day
83500,0,5,2,0,60-120 minutes a day
72693,1,1,7,1,15-30 minutes a day
3000,1,2,8,1,30-60 minutes a day
4937,1,5,10,0,15-30 minutes a day
170000,0,50,2,1,30-60 minutes a day
120000,1,38,4,1,Less than 15 minutes a day
107406,0,20,8,1,15-30 minutes a day
89147,0,26,6,1,15-30 minutes a day
23629,1,14,7,0,15-30 minutes a day
66592,1,4,8,0,60-120 minutes a day
90866,1,26,8,0,60-120 minutes a day
72693,1,13,8,1,30-60 minutes a day
12889,1,2,4,1,30-60 minutes a day
100275,0,10,7,1,15-30 minutes a day
200000,1,30,7,1,Less than 15 minutes a day
116309,1,6,8,1,30-60 minutes a day
125000,1,10,8,1,30-60 minutes a day
47655,0,15,4,1,Over 120 minutes a day
89726,1,9,6,0,15-30 minutes a day
29000,1,7,8,0,30-60 minutes a day
85925,1,0.5,3,0,30-60 minutes a day
22378,1,12,8,0,60-120 minutes a day
250000,1,2,5,0,30-60 minutes a day
161109,1,13,8,0,30-60 minutes a day
92000,1,10,5,0,Over 120 minutes a day
22731,1,7,7,0,30-60 minutes a day
73000,0,4,7,1,30-60 minutes a day
59073,1,17,7,0,15-30 minutes a day
93023,0,15,3,0,30-60 minutes a day
24874,0,3,8,0,15-30 minutes a day
109554,1,8,7,1,15-30 minutes a day
80000,0,17,9,1,30-60 minutes a day
42095,1,4,8,0,60-120 minutes a day
64444,1,12,5,1,15-30 minutes a day
63694,1,2,7,1,30-60 minutes a day
40814,1,27,6,0,30-60 minutes a day
52348,1,6,8,0,30-60 minutes a day
46185,1,2,4,0,60-120 minutes a day
53703,0,3,8,1,30-60 minutes a day
191082,0,9,8,0,30-60 minutes a day
158000,1,8,9,0,15-30 minutes a day
22555,1,2,6,0,30-60 minutes a day
138,0,15,8,0,Less than 15 minutes a day
85925,1,0.5,7,0,Over 120 minutes a day
61222,1,3,8,0,30-60 minutes a day
284,1,4,6,0,30-60 minutes a day
26852,0,5,3,0,15-30 minutes a day
72500,0,3,7,0,15-30 minutes a day
48333,1,8,4,0,30-60 minutes a day
38666,1,13,8,1,Over 120 minutes a day
5384,1,1,10,0,15-30 minutes a day
91295,0,17,7,0,30-60 minutes a day
59872,0,3,7,0,30-60 minutes a day
163000,1,19,7,0,60-120 minutes a day
77332,1,8,7,1,Over 120 minutes a day
150400,1,8,7,0,30-60 minutes a day
16307,1,38,6,0,Over 120 minutes a day
75184,0,4,8,0,30-60 minutes a day
42962,1,3,8,0,15-30 minutes a day
66592,0,10,6,0,15-30 minutes a day
61222,0,5,7,0,60-120 minutes a day
101910,0,14,9,1,30-60 minutes a day
60000,1,0.5,7,0,30-60 minutes a day
190000,1,12,5,1,15-30 minutes a day
190000,1,2,7,0,60-120 minutes a day
22550,1,15,4,1,30-60 minutes a day
127000,1,3,9,1,15-30 minutes a day
165000,0,4,6,0,15-30 minutes a day
61759,1,5,9,0,60-120 minutes a day
76328,1,7,8,0,30-60 minutes a day
56500,1,14,7,1,Over 120 minutes a day
62403,1,2,10,0,Over 120 minutes a day
5888,1,4,7,0,Less than 15 minutes a day
93023,0,25,6,0,60-120 minutes a day
16996,0,13,7,0,30-60 minutes a day
1076,1,10,6,0,Less than 15 minutes a day
1635,0,22,5,0,Less than 15 minutes a day
26852,1,5,7,0,30-60 minutes a day
155000,0,24,4,0,Less than 15 minutes a day
7994,1,20,8,0,15-30 minutes a day
56925,1,6,8,1,30-60 minutes a day
15457,1,1,5,0,60-120 minutes a day
160000,1,16,4,0,15-30 minutes a day
120000,0,10,7,0,Over 120 minutes a day
65000,1,8,8,0,30-60 minutes a day
10767,1,8,5,0,60-120 minutes a day
37592,0,12,6,0,30-60 minutes a day
127388,1,3,10,0,30-60 minutes a day
82582,1,12,2,0,15-30 minutes a day
746,1,2,7,0,30-60 minutes a day
101204,1,6,9,0,Over 120 minutes a day
25123,1,20,2,0,15-30 minutes a day
71800,0,2,7,0,15-30 minutes a day
96666,1,6,9,0,30-60 minutes a day
99732,0,4,7,0,30-60 minutes a day
123732,1,10,8,0,60-120 minutes a day
93153,0,4,7,0,15-30 minutes a day
85925,1,14,9,0,15-30 minutes a day
10762,1,16,8,0,15-30 minutes a day
165000,0,15,8,0,30-60 minutes a day
140000,1,8,7,0,Less than 15 minutes a day
11600,1,16,8,0,30-60 minutes a day
55933,1,1,8,0,30-60 minutes a day
14356,1,2,7,0,15-30 minutes a day
50481,1,11,8,0,Less than 15 minutes a day
200000,0,16,10,1,15-30 minutes a day
32222,1,3,7,0,60-120 minutes a day
31703,1,17,6,0,Over 120 minutes a day
185000,0,12,8,0,60-120 minutes a day
4076,0,10,7,1,30-60 minutes a day
75000,1,0.5,5,0,30-60 minutes a day
105000,0,24,10,0,60-120 minutes a day
52812,0,20,2,0,Less than 15 minutes a day
77332,1,9,9,0,30-60 minutes a day
222500,1,12,7,1,Less than 15 minutes a day
150000,1,13,7,1,30-60 minutes a day
57230,1,5,8,0,15-30 minutes a day
67516,0,10,9,0,Less than 15 minutes a day
53703,0,2,4,0,Less than 15 minutes a day
130000,0,6,8,0,15-30 minutes a day
155000,1,7,6,0,30-60 minutes a day
140000,0,4,8,1,30-60 minutes a day
44647,1,6,7,0,15-30 minutes a day
1481,1,5,8,0,15-30 minutes a day
116000,0,13,8,1,30-60 minutes a day
61222,1,11,8,0,Over 120 minutes a day
63047,1,27,9,0,60-120 minutes a day
108587,1,32,3,0,30-60 minutes a day
117925,0,10,6,0,30-60 minutes a day
125000,1,3,8,0,Over 120 minutes a day
52122,0,30,9,0,30-60 minutes a day
96666,1,10,7,0,15-30 minutes a day
86500,0,0.5,9,0,60-120 minutes a day
260000,0,13,7,0,30-60 minutes a day
20447,1,0.5,2,0,60-120 minutes a day
20143,0,18,7,0,15-30 minutes a day
9847,1,0.5,8,0,60-120 minutes a day
105846,1,4,3,0,60-120 minutes a day
17249,0,8,8,0,30-60 minutes a day
102072,1,6,6,0,60-120 minutes a day
93601,0,10,8,0,60-120 minutes a day
114400,1,3,7,1,60-120 minutes a day
58644,0,8,8,0,15-30 minutes a day
68337,1,5,8,0,Less than 15 minutes a day
60000,1,2,9,0,Less than 15 minutes a day
42962,1,7,6,0,60-120 minutes a day
54777,1,13,6,0,Less than 15 minutes a day
57999,1,22,3,0,Less than 15 minutes a day
48333,0,10,7,0,15-30 minutes a day
183000,1,3,4,0,15-30 minutes a day
78325,1,7,6,0,Less than 15 minutes a day
76419,1,2,8,0,30-60 minutes a day
220000,0,3,8,0,15-30 minutes a day
23256,1,5,6,0,Over 120 minutes a day
111417,0,3,7,0,30-60 minutes a day
38154,1,2,6,0,15-30 minutes a day
72693,1,11,4,0,30-60 minutes a day
72726,1,3,4,0,60-120 minutes a day
56415,1,3,7,0,30-60 minutes a day
4937,1,0.5,6,0,60-120 minutes a day
59073,1,11,4,0,15-30 minutes a day
120000,1,0.5,2,0,30-60 minutes a day
77000,1,2,7,0,30-60 minutes a day
152865,1,12,9,0,15-30 minutes a day
91719,0,3,3,0,15-30 minutes a day
100000,0,5,2,0,60-120 minutes a day
400000,1,36,1,0,Over 120 minutes a day
6580,0,15,8,1,15-30 minutes a day
4769,1,4,7,0,15-30 minutes a day
46185,1,7,9,0,60-120 minutes a day
5940,1,4,8,0,60-120 minutes a day
6798,0,30,9,0,30-60 minutes a day
74755,0,1,8,0,30-60 minutes a day
148479,0,22,7,1,60-120 minutes a day
44037,1,1,8,0,60-120 minutes a day
14954,1,22,7,1,30-60 minutes a day
93000,1,2,7,0,15-30 minutes a day
23099,1,12,10,0,60-120 minutes a day
17827,1,2,10,0,Over 120 minutes a day
65424,0,34,8,0,30-60 minutes a day
96666,0,7,6,0,60-120 minutes a day
151952,0,10,7,0,Over 120 minutes a day
26852,1,2,7,0,30-60 minutes a day
60000,0,2,2,0,15-30 minutes a day
100000,1,8,2,0,30-60 minutes a day
170000,0,4,8,0,30-60 minutes a day
15000,0,3,9,0,15-30 minutes a day
39,1,11,8,0,Less than 15 minutes a day
63765,0,23,8,0,Less than 15 minutes a day
125000,1,6,8,1,15-30 minutes a day
105405,0,14,7,0,60-120 minutes a day
100000,1,12,8,0,30-60 minutes a day
109009,1,22,7,0,30-60 minutes a day
104506,1,4,7,0,15-30 minutes a day
33480,1,3,9,0,Over 120 minutes a day
82785,1,0.5,7,0,30-60 minutes a day
2452,1,4,6,0,15-30 minutes a day
175000,1,25,8,0,Less than 15 minutes a day
79481,1,8,8,0,Over 120 minutes a day
98000,1,20,3,0,30-60 minutes a day
467,1,5,8,0,30-60 minutes a day
127050,1,1,9,0,30-60 minutes a day
45111,1,3,2,0,Over 120 minutes a day
84851,1,16,3,0,60-120 minutes a day
16784,1,10,6,0,30-60 minutes a day
70063,0,5,8,0,60-120 minutes a day
110,1,10,2,0,30-60 minutes a day
42962,1,2,2,0,30-60 minutes a day
1975,0,5,7,0,Less than 15 minutes a day
150000,1,2,6,0,30-60 minutes a day
44544,1,3,2,0,15-30 minutes a day
148479,1,1,4,0,15-30 minutes a day
130000,0,8,2,1,15-30 minutes a day
140000,1,8,8,1,60-120 minutes a day
4307,1,6,8,0,15-30 minutes a day
100000,1,15,8,0,30-60 minutes a day
180000,1,10,7,0,60-120 minutes a day
72000,0,14,7,0,15-30 minutes a day
36000,1,15,3,1,30-60 minutes a day
60000,1,3,7,0,30-60 minutes a day
9022,1,4,6,0,15-30 minutes a day
61770,0,8,4,0,60-120 minutes a day
110000,0,24,7,0,30-60 minutes a day
5552,0,29,7,0,Over 120 minutes a day
9690,0,5,3,0,Over 120 minutes a day
60000,1,2,8,0,30-60 minutes a day
95384,0,20,6,0,30-60 minutes a day
5378,1,10,4,0,15-30 minutes a day
200000,0,8,5,0,60-120 minutes a day
31703,1,5,8,1,30-60 minutes a day
177000,1,20,5,1,Less than 15 minutes a day
66995,0,9,7,0,15-30 minutes a day
200000,0,2,10,1,30-60 minutes a day
80000,1,3,5,0,30-60 minutes a day
5888,1,4,8,0,30-60 minutes a day
211464,1,26,6,0,15-30 minutes a day
87429,0,8,9,0,Less than 15 minutes a day
7776,1,1,3,1,Over 120 minutes a day
51284,0,27,6,0,60-120 minutes a day
27525,0,17,7,0,15-30 minutes a day
96818,1,1,7,0,30-60 minutes a day
142426,0,9,8,0,30-60 minutes a day
45111,1,8,9,0,15-30 minutes a day
103184,0,10,8,0,30-60 minutes a day
56155,0,22,8,0,Less than 15 minutes a day
44037,1,0.5,6,0,30-60 minutes a day
100000,0,9,6,1,Less than 15 minutes a day
53703,1,7,8,0,Less than 15 minutes a day
61000,0,24,8,0,15-30 minutes a day
20063,1,0.5,10,0,30-60 minutes a day
68310,1,5,6,0,30-60 minutes a day
170000,1,10,7,1,60-120 minutes a day
381000,1,27,9,0,15-30 minutes a day
88000,1,5,7,0,30-60 minutes a day
74000,1,4,9,0,15-30 minutes a day
75184,1,7,0,0,30-60 minutes a day
51555,0,27,8,0,30-60 minutes a day
150000,1,10,10,1,30-60 minutes a day
50481,1,1,7,0,30-60 minutes a day
85000,0,4,7,0,60-120 minutes a day
64444,1,3,6,0,15-30 minutes a day
62000,1,2,3,0,30-60 minutes a day
59073,0,0.5,8,0,Over 120 minutes a day
230000,1,4,8,0,30-60 minutes a day
98814,0,10,6,1,15-30 minutes a day
74110,0,17,4,0,60-120 minutes a day
111,1,1,6,0,Over 120 minutes a day
4594,1,4,0,0,30-60 minutes a day
130000,0,4,6,0,15-30 minutes a day
42962,1,11,8,0,60-120 minutes a day
185000,0,10,7,1,30-60 minutes a day
45111,0,4,9,0,15-30 minutes a day
67000,1,5,8,0,15-30 minutes a day
1020,1,8,8,0,60-120 minutes a day
53596,0,8,6,0,15-30 minutes a day
88073,0,6,8,0,30-60 minutes a day
12000,1,16,3,1,30-60 minutes a day
53703,0,5,8,0,60-120 minutes a day
98135,1,3,7,0,30-60 minutes a day
120000,0,21,8,0,60-120 minutes a day
1196,1,3,6,0,15-30 minutes a day
134921,0,17,9,0,15-30 minutes a day
74110,0,2,7,0,30-60 minutes a day
97000,0,8,9,0,Less than 15 minutes a day
44037,1,5,8,0,Over 120 minutes a day
120000,1,3,6,1,Less than 15 minutes a day
67021,1,5,5,0,30-60 minutes a day
70000,0,1,8,0,Over 120 minutes a day
18522,0,8,3,0,15-30 minutes a day
69277,1,9,7,0,60-120 minutes a day
1728,0,27,6,0,30-60 minutes a day
112312,1,7,3,1,30-60 minutes a day
3091,0,6,8,1,15-30 minutes a day
45784,0,0.5,8,0,60-120 minutes a day
128000,1,1,6,1,60-120 minutes a day
260000,1,15,9,0,60-120 minutes a day
175000,0,10,8,1,30-60 minutes a day
115000,1,14,9,0,60-120 minutes a day
53703,1,8,8,0,30-60 minutes a day
64444,0,7,6,0,30-60 minutes a day
29968,0,4,2,1,15-30 minutes a day
45111,1,3,8,1,30-60 minutes a day
104476,0,10,3,1,30-60 minutes a day
170000,0,2,9,0,15-30 minutes a day
7178,1,2,6,0,15-30 minutes a day
170000,1,6,3,0,60-120 minutes a day
101617,0,15,8,0,30-60 minutes a day
88000,0,15,9,1,Over 120 minutes a day
49600,1,1,9,0,30-60 minutes a day
102036,0,5,3,1,30-60 minutes a day
11163,0,0.5,7,0,15-30 minutes a day
425000,1,7,8,0,30-60 minutes a day
96666,1,15,8,0,30-60 minutes a day
89636,0,25,5,0,15-30 minutes a day
196000,1,18,7,1,15-30 minutes a day
71962,1,7,7,1,15-30 minutes a day
285000,0,5,7,0,15-30 minutes a day
132,1,6,9,0,Less than 15 minutes a day
65221,0,17,8,0,15-30 minutes a day
96666,1,9,6,0,Over 120 minutes a day
80601,1,28,7,0,30-60 minutes a day
77332,1,10,6,0,30-60 minutes a day
298533,1,9,6,1,30-60 minutes a day
75184,0,6,5,0,15-30 minutes a day
37026,1,3,7,1,Less than 15 minutes a day
2869,0,32,4,0,30-60 minutes a day
50000,0,18,10,0,60-120 minutes a day
67135,1,2,6,1,Over 120 minutes a day
127213,0,2,8,1,15-30 minutes a day
120000,1,25,2,0,15-30 minutes a day
160000,1,4,8,0,30-60 minutes a day
121018,0,12,9,0,30-60 minutes a day
80555,0,6,6,0,60-120 minutes a day
39133,1,2,7,1,15-30 minutes a day
15037,1,0.5,8,0,60-120 minutes a day
9847,1,4,7,1,30-60 minutes a day
130000,1,0.5,6,0,60-120 minutes a day
96090,1,6,8,1,30-60 minutes a day
2411,1,14,9,1,15-30 minutes a day
719,1,6,4,1,30-60 minutes a day
53703,1,18,7,0,30-60 minutes a day
180000,1,11,8,1,30-60 minutes a day
9479,1,3,8,0,30-60 minutes a day
130000,0,8,8,0,Over 120 minutes a day
95000,0,9,8,1,Less than 15 minutes a day
44037,0,6,2,1,Less than 15 minutes a day
11878,1,8,7,0,60-120 minutes a day
79481,0,5,8,1,30-60 minutes a day
130558,1,21,4,0,15-30 minutes a day
150000,1,5,3,1,15-30 minutes a day
79,0,15,7,0,30-60 minutes a day
91295,0,2,8,0,15-30 minutes a day
48333,1,2,8,1,30-60 minutes a day
130000,1,8,7,0,15-30 minutes a day
112312,0,21,6,0,30-60 minutes a day
60000,1,11,8,0,60-120 minutes a day
39745,1,5,8,1,15-30 minutes a day
30884,1,5,10,1,Over 120 minutes a day
2991,1,5,3,1,30-60 minutes a day
76373,1,19,9,1,Less than 15 minutes a day
46246,0,13,8,0,60-120 minutes a day
40814,1,1,9,1,15-30 minutes a day
200000,0,29,10,1,15-30 minutes a day
200000,1,9,8,1,30-60 minutes a day
250000,1,15,9,1,30-60 minutes a day
64444,1,2,8,0,15-30 minutes a day
103000,1,19,6,0,15-30 minutes a day
45111,1,4,7,0,60-120 minutes a day
71082,1,11,9,0,15-30 minutes a day
6183,1,13,7,0,30-60 minutes a day
150000,0,5,7,0,60-120 minutes a day
37592,1,4,8,1,30-60 minutes a day
151921,1,14,7,0,30-60 minutes a day
105000,1,2,7,1,30-60 minutes a day
44640,1,2,5,0,30-60 minutes a day
21481,1,15,7,0,30-60 minutes a day
118471,0,4,6,0,30-60 minutes a day
47259,1,6,8,0,15-30 minutes a day
28880,1,3,8,1,Over 120 minutes a day
122000,0,4,7,0,15-30 minutes a day
85350,1,8,2,1,30-60 minutes a day
185000,1,2,5,1,60-120 minutes a day
168000,1,17,7,0,15-30 minutes a day
51656,1,6,8,0,30-60 minutes a day
300737,0,4,7,0,30-60 minutes a day
30770,1,7,8,0,30-60 minutes a day
47351,1,4,7,1,30-60 minutes a day
2500,0,6,2,1,Over 120 minutes a day
185000,1,3,9,1,Over 120 minutes a day
39479,0,35,9,1,30-60 minutes a day
107406,0,7,6,1,30-60 minutes a day
108631,0,24,8,1,15-30 minutes a day
110000,0,7,8,1,Less than 15 minutes a day
120000,1,11,7,1,60-120 minutes a day
42923,1,11,7,1,Less than 15 minutes a day
45379,0,4,4,0,60-120 minutes a day
4785,1,6,10,1,Less than 15 minutes a day
51173,1,3,3,1,30-60 minutes a day
165000,0,7,7,0,30-60 minutes a day
14000,1,6,8,0,30-60 minutes a day
42962,1,16,8,0,30-60 minutes a day
210000,1,18,8,1,Less than 15 minutes a day
300000,1,23,8,0,Over 120 minutes a day
51555,0,10,7,1,15-30 minutes a day
99999,1,33,7,1,Less than 15 minutes a day
76745,0,1,8,0,15-30 minutes a day
118147,1,1,8,0,Over 120 minutes a day
2529,1,22,7,1,60-120 minutes a day
126000,1,10,8,1,15-30 minutes a day
200000,1,4,7,0,30-60 minutes a day
35890,1,13,8,1,30-60 minutes a day
114649,1,7,1,0,30-60 minutes a day
11791,0,3,4,0,15-30 minutes a day
72693,1,12,5,0,30-60 minutes a day
52972,1,34,7,0,15-30 minutes a day
150369,1,8,7,0,30-60 minutes a day
194000,0,14,4,0,30-60 minutes a day
69814,1,18,8,0,60-120 minutes a day
96666,1,7,6,0,15-30 minutes a day
80555,0,5,6,0,Less than 15 minutes a day
53703,0,2,5,1,15-30 minutes a day
64968,1,12,3,1,60-120 minutes a day
24746,1,15,8,0,60-120 minutes a day
69814,0,8,7,1,15-30 minutes a day
96666,0,5,8,0,30-60 minutes a day
74110,1,3,6,1,30-60 minutes a day
130000,0,13,6,0,30-60 minutes a day
62296,0,15,10,1,60-120 minutes a day
4307,1,2,7,1,30-60 minutes a day
48667,1,17,4,0,60-120 minutes a day
23629,1,2,7,0,30-60 minutes a day
320000,0,17,3,1,15-30 minutes a day
64444,0,21,4,0,60-120 minutes a day
230000,1,10,8,1,15-30 minutes a day
50885,1,10,9,1,30-60 minutes a day
103110,1,8,7,0,Less than 15 minutes a day
160000,1,9,10,1,15-30 minutes a day
118147,1,15,7,0,60-120 minutes a day
85925,1,10,2,0,30-60 minutes a day
61222,1,8,10,1,30-60 minutes a day
107406,1,13,6,0,60-120 minutes a day
183000,1,35,10,0,Less than 15 minutes a day
62000,1,19,10,0,Less than 15 minutes a day
99888,0,4,8,0,60-120 minutes a day
52629,0,18,3,0,Less than 15 minutes a day
16709,1,3,7,0,Over 120 minutes a day
63694,1,9,6,0,15-30 minutes a day
37592,1,6,9,1,15-30 minutes a day
125000,1,2,6,0,15-30 minutes a day
42962,1,2,7,0,30-60 minutes a day
225000,1,10,7,1,30-60 minutes a day
16240,1,2,5,0,30-60 minutes a day
77763,0,15,1,1,15-30 minutes a day
90000,1,12,7,0,30-60 minutes a day
180000,1,10,8,1,15-30 minutes a day
122883,1,0.5,4,0,Over 120 minutes a day
85244,1,12,8,0,30-60 minutes a day
53703,0,2,9,0,30-60 minutes a day
51555,1,3,7,0,Less than 15 minutes a day
69814,0,15,8,1,15-30 minutes a day
66592,1,26,8,0,60-120 minutes a day
120000,1,7,7,0,30-60 minutes a day
210000,1,11,7,1,30-60 minutes a day
109039,1,1,10,0,60-120 minutes a day
42962,0,9,8,0,Over 120 minutes a day
52812,1,12,6,1,30-60 minutes a day
73783,0,4,5,0,60-120 minutes a day
150000,1,17,8,1,30-60 minutes a day
152865,1,5,8,0,30-60 minutes a day
1333,1,7,9,0,30-60 minutes a day
40814,1,2,8,0,30-60 minutes a day
120000,1,14,8,0,30-60 minutes a day
330000,1,5,8,0,Over 120 minutes a day
53703,1,4,5,0,30-60 minutes a day
66592,1,16,5,0,15-30 minutes a day
441936,0,13,7,0,30-60 minutes a day
116988,1,2,7,0,30-60 minutes a day
93153,0,18,7,0,15-30 minutes a day
228000,1,14,10,1,30-60 minutes a day
194286,1,12,5,0,Less than 15 minutes a day
65514,0,12,7,1,60-120 minutes a day
60147,0,3,9,0,30-60 minutes a day
4937,1,3,3,0,15-30 minutes a day
31000,1,25,7,1,30-60 minutes a day
30074,1,3,7,1,30-60 minutes a day
4785,1,5,8,1,Less than 15 minutes a day
51555,1,1,8,0,60-120 minutes a day
99888,1,10,9,1,15-30 minutes a day
119810,1,1,7,0,Over 120 minutes a day
200000,1,6,6,0,Over 120 minutes a day
74239,0,20,10,0,Less than 15 minutes a day
115000,0,2,7,0,60-120 minutes a day
16996,1,2,3,0,60-120 minutes a day
500,1,8,9,0,Less than 15 minutes a day
17991,0,3,2,0,60-120 minutes a day
29909,1,2,6,0,60-120 minutes a day
90000,1,4,2,1,60-120 minutes a day
32222,1,3,7,0,30-60 minutes a day
101000,0,13,2,0,30-60 minutes a day
12921,1,4,7,0,30-60 minutes a day
50955,1,20,9,0,Less than 15 minutes a day
50651,0,10,7,0,15-30 minutes a day
461000,0,6,8,1,30-60 minutes a day
48333,1,20,8,1,15-30 minutes a day
3456,1,4,7,0,Over 120 minutes a day
98089,0,2,8,0,30-60 minutes a day
61457,1,4,6,0,Over 120 minutes a day
550000,1,7,2,0,30-60 minutes a day
129602,1,3,8,0,30-60 minutes a day
80555,0,11,7,0,60-120 minutes a day
52853,1,5,6,0,60-120 minutes a day
107887,1,29,8,0,30-60 minutes a day
15876,1,4,7,1,60-120 minutes a day
5543,0,20,6,0,15-30 minutes a day
44434,0,1,6,0,30-60 minutes a day
114128,1,1,7,0,30-60 minutes a day
82802,1,20,9,1,60-120 minutes a day
5924,1,5,6,1,30-60 minutes a day
48333,0,15,7,0,30-60 minutes a day
85925,0,5,8,0,30-60 minutes a day
197000,1,5,8,0,60-120 minutes a day
14356,1,0.5,7,0,30-60 minutes a day
61770,1,10,7,0,60-120 minutes a day
118147,0,7,7,1,30-60 minutes a day
36250,1,4,4,0,15-30 minutes a day
92057,1,12,9,1,30-60 minutes a day
38666,1,3,6,0,15-30 minutes a day
17945,0,2,10,0,30-60 minutes a day
21577,1,20,8,0,15-30 minutes a day
107406,0,5,9,0,60-120 minutes a day
89087,1,10,5,0,30-60 minutes a day
54294,0,5,7,0,15-30 minutes a day
105000,0,2,2,1,60-120 minutes a day
47259,0,27,6,0,15-30 minutes a day
185000,0,5,8,0,30-60 minutes a day
3015,1,2,4,0,15-30 minutes a day
96000,0,7,9,1,15-30 minutes a day
85925,1,19,3,0,30-60 minutes a day
210000,1,4,8,0,15-30 minutes a day
280000,0,12,10,0,15-30 minutes a day
18000,0,7,3,0,Over 120 minutes a day
120000,1,7,6,0,60-120 minutes a day
89147,0,2,4,0,15-30 minutes a day
59073,1,4,9,1,30-60 minutes a day
14919,1,0.5,10,0,30-60 minutes a day
16797,1,1,7,0,60-120 minutes a day
97820,1,1,7,0,30-60 minutes a day
4307,1,6,8,0,30-60 minutes a day
66242,1,5,7,0,Over 120 minutes a day
66377,1,4,8,1,60-120 minutes a day
50955,1,3,9,0,30-60 minutes a day
220000,0,6,8,0,30-60 minutes a day
100000,1,17,8,0,15-30 minutes a day
116988,1,10,8,0,30-60 minutes a day
12921,0,20,9,0,30-60 minutes a day
126880,1,10,10,0,15-30 minutes a day
193331,0,9,9,1,30-60 minutes a day
45797,1,4,9,1,30-60 minutes a day
59073,0,9,9,0,60-120 minutes a day
10363,1,20,5,0,15-30 minutes a day
103619,1,2,6,0,60-120 minutes a day
140000,1,12,5,1,15-30 minutes a day
59073,1,0.5,8,0,Over 120 minutes a day
192000,1,5,6,1,15-30 minutes a day
38283,1,5,9,0,30-60 minutes a day
21481,1,12,8,0,Over 120 minutes a day
69058,1,8,5,1,30-60 minutes a day
65424,1,5,7,0,30-60 minutes a day
29621,1,8,5,1,60-120 minutes a day
42962,1,7,6,0,60-120 minutes a day
70000,0,8,9,1,15-30 minutes a day
22409,1,2,3,0,60-120 minutes a day
118147,0,13,8,0,15-30 minutes a day
30074,0,2,2,0,30-60 minutes a day
144842,1,5,7,0,30-60 minutes a day
1925,0,15,7,1,15-30 minutes a day
26061,1,2,3,0,60-120 minutes a day
129602,1,13,8,1,15-30 minutes a day
200000,1,10,9,0,30-60 minutes a day
12830,0,20,7,0,30-60 minutes a day
62296,1,10,7,1,60-120 minutes a day
63694,1,2,2,0,Over 120 minutes a day
37592,1,8,9,1,15-30 minutes a day
52122,1,15,9,0,15-30 minutes a day
252000,0,8,5,1,60-120 minutes a day
96666,0,32,7,0,Less than 15 minutes a day
105405,0,6,5,0,30-60 minutes a day
59073,0,14,7,1,Less than 15 minutes a day
76328,1,2,9,0,30-60 minutes a day
40190,1,7,8,1,30-60 minutes a day
31148,1,11,6,0,15-30 minutes a day
8374,1,7,2,0,30-60 minutes a day
27251,1,4,10,0,30-60 minutes a day
138000,1,9,6,0,30-60 minutes a day
134258,1,18,8,0,15-30 minutes a day
